HNO,plot,DWTOTALLEAF,DWMSL,DWBL,TOTALSTEM,DWAP,DWGP,DWPOD,DWMP,WHOLE
4,373,,9.777,13.26,8.871,,,1.215,,
5,373,,3.961,18.025,15.383,,,0.414,,
6,373,,,28.04,23.4,,,1.384,,
7,373,,,37.32,28.39,,,0.622,,
8,373,,0,5.73,10.02,0.18,,0,,
1,374,,0.5234,*,0.1015,,,,,
3,374,,3.424,2.526,2.009,,,,,
4,374,,3.707,15.426,10.908,,,,,
5,374,,2.452,11.653,13.167,,,,0.118,
6,374,,,27.1,32.03,,,3.905,,
7,374,,,31.28,39.13,0.163,,5.805,,
8,374,,,11.58,38.12,0.362,,3.373,,
1,375,,0.4757,*,0.0864,,,,,
3,375,,2.46,0.44,0.83,,,,,
4,375,,4.73,6.714,5.872,,,,,
5,375,,4.532,6.038,6.214,,,,,
6,375,,,13.17,11.38,,,1.098,,
7,375,,,5.98,9,,,0.011,,
8,375,,,9.48,20.01,0.4,,,,
1,376,,0.7117,0.0148,0.1147,,,,,
3,376,,5.065,2.444,2.115,,,,,
4,376,,5.954,9.327,3.535,,,,,
5,376,,5.795,3.468,3.689,,,,,
6,376,,4.32,9.085,9.682,,,,,
7,376,,,29.92,19.06,,,,0,
8,376,,,15.23,13.16,,,,,
1,377,,0.9046,0.0204,0.1642,,,,,
2,377,,1.1402,0.1364,0.3425,,,,,
3,377,,4.47,1.49,2.07,,,,,
3,377,,0.581,*,,,,,,
4,377,,7.12,9.13,4.27,,,,,
5,377,,10.086,15.187,15.717,,,,,
6,377,,,10.84,12.95,0,,0,,
7,377,,,27.13,23.89,0,,0,,
8,377,,,5.39,12.39,,,0.342,,
1,378,,0.4882,*,0.1186,,,,,
4,378,,4.053,14.089,9.026,,,,,
7,378,,,16.48,25.52,,,0.463,,
8,378,,,10.43,18.62,,,,,
1,379,,0.6235,*,0.1158,,,,,
2,379,,2.983,0.852,1.725,0,,0,,
3,379,,3.805,5.321,3.618,,,,,
4,379,,8.379,8.424,8.082,,,,,
5,379,,,19.28,15.3,,,0.384,,
6,379,,,25.25,31.98,,,0.304,,
7,379,,,15.79,19.56,,,6.593,,
8,379,,,11.01,15.69,0,0,0,,
9,379,,,12.66,45.17,6.581,,,5.166,
1,380,,0.8996,,0.1807,,,,,
2,380,,3.251,1.306,1.477,0,,0,,
2,380,,1.3103,0.2684,0.4817,,,,,
3,380,,4.359,4.509,3.986,,,,,
4,380,,7.48,19.07,13.43,,,,,
5,380,,,18.29,18,,,,0.729,
6,380,,,28.3,28.55,,1.45,,,
7,380,,,30.37,34.51,,,6.683,,
9,380,,,24.52,87.68,1.248,,1.866,,
2,381,,2.226,0.8485,0.9942,,,,,
5,381,,10.631,10.097,8.512,,,,,
6,381,,1.592,6.502,4.283,,,,,
7,381,,11.693,,6.068,,,,,
8,381,,,6.64,6.69,0.02,0,,,
1,382,,0.4076,*,0.0658,,,,,
2,382,,1.117,0.13,0.42,0,,0,,
2,382,,1.256,0.667,0.514,0,,0,,
3,382,,5.146,2.914,1.912,,,,,
5,382,,10.082,12.324,10.964,,,,,
6,382,,,10.08,12.4,,,0.222,,
7,382,,,15.51,26.3,,,1.837,,
8,382,,,19.8,43.22,0.869,,1.536,,
9,382,,20,,24.14,0.354,,0.319,,
5,383,,2.727,11.77,9.269,,,,,
8,383,,,7.46,10.46,0.341,,2.113,,
1,384,,0.3752,*,0.0717,,,,,
2,384,,1.5581,0.0404,0.5391,,,,,
3,384,,3.396,1.18,1.17,0,,0,,
4,384,,9.99,17.26,9.94,,,,,
5,384,,3.989,6.659,8.506,,,,,
6,384,,,23.19,15.45,,,,,
7,384,,,19.32,14.15,0,,0,,
8,384,,,22.87,31.59,0,0,0,0,
1,385,,0.9587,0.0251,0.2189,,,,,
2,385,,3.0722,1.2976,1.5993,,,,,
3,385,,1.376,1.34,0.827,,,,,
4,385,,9.56,20,18.65,,,,,
5,385,,5.172,16.675,15.851,,,,,
6,385,,,28.64,25.83,0.269,,6.556,,
7,385,,,25.24,52.54,7.31,,42.68,,
8,385,,,15.17,42.39,1.324,15.467,,1.955,
9,385,,,0.73,57.91,7.158,,,10.502,
6,386,,,26.97,21.23,,,,,
8,386,,,38.2,64.23,0,,0,,
1,387,,0.4296,*,0.0796,,,,,
2,387,,0.457,0.144,1.359,0,,0,,
3,387,,4.109,2.39,2.411,,,,,
4,387,,6.513,9.727,7.84,,,,,
5,387,,3.251,4.655,4.941,,,,,
6,387,,,28.91,30.16,,,,,
7,387,,,14.78,15.34,0,0,0,,
8,387,,,29.08,51.61,,,,,
1,388,,0.54441,0.18,0.1254,,,,,
2,388,,1.5744,0.3323,0.5459,,,,,
3,388,,3.977,3.21,3.029,,,,,
5,388,,3.035,3.186,3.254,,,,,
6,388,,,23.64,17.92,,,,,
7,388,,,38.87,32.05,0,0,0,,
8,388,,,18.4,17.39,0.081,0,0.042,0,
9,388,,,20.21,45.33,1.253,,,1.195,
1,389,,0.4723,*,0.0756,,,,,
3,389,,2.862,0.887,1.012,,,,,
4,389,,6.279,5.879,5.413,,,0.032,,
5,389,,4.691,8.726,9.104,,,,,
6,389,,,8.91,7.25,,,1.068,,
7,389,,,10.44,8.11,,0.48,,,
8,389,,,11.38,17.94,0.144,,8.188,,
9,389,,,0,13.034,2.351,,0,,
7,390,,,24.69,20.59,0,,0,,
8,390,,,23.56,31.16,0.06,0.36,,,
1,391,,0.3272,*,0.0504,,,,,
2,391,,1.6566,0.3145,0.4681,,,,,
3,391,,5.361,2.014,1.749,,,,,
4,391,,7.14,8.26,5.28,,,,,
5,391,,5.465,9.124,5.54,,,,,
6,391,,,27.66,15.98,,,0.033,,
7,391,,,15.95,9.12,,,0.101,,
8,391,,0,25.5,20.86,0,,0.17,,
1,392,,0.766,*,0.1257,,,,,
2,392,,1.8464,0.4303,0.5502,,,,,
3,392,,3.775,3.402,2.403,,,,,
4,392,,5.94,5.22,4.27,,,,,
5,392,,5.876,10.729,9.138,,,,,
6,392,,3.605,12.657,9.56,,,,,
7,392,,,13.97,12.22,,,0.126,,
8,392,,,10.69,19.87,,,0,,
1,393,,1.293,0.1196,0.2773,,,,,
3,393,,4.022,2.405,1.948,,,,,
4,393,,9.198,9.245,9.575,0,0,0,0,
5,393,,,24.12,17.13,,,0.395,,
6,393,,,18.13,15.71,0,,0.46,,
7,393,,,33,33.49,,,2.488,,
1,394,,0.3458,*,0.0713,,,,,
3,394,,4.686,2.489,1.771,,,,,
4,394,,9.964,9.901,6.365,,,,,
5,394,,4.842,4.345,4.246,,,,,
6,394,,,28.48,11.57,,,,,
7,394,,,48.8,35.71,,,,,
8,394,,,14.31,9.77,0,,0,,
1,395,,0.4405,*,0.0834,,,,,
2,395,,1.335,0.437,0.419,0,,0,,
3,395,,3.545,1.007,0.813,,,,,
4,395,,8.008,7.326,4.058,,,,,
5,395,,4.764,8.493,6.138,,,,,
6,395,,,16.94,10.16,,,,,
7,395,,,9.3,5.9,,,,0.065,
8,395,,,16.49,16.75,0.172,,0.365,,
1,396,,0.6021,*,0.1398,,,,,
2,396,,1.3645,0.5755,0.6772,,,,,
3,396,,3.768,1.968,1.823,,,,,
4,396,,4.72,4.532,4.128,,,,,
5,396,,5.319,10.446,10.735,,,,,
6,396,,,13.35,12.45,0,,0.71,,
7,396,,,16.22,17.66,0,,0.762,,
8,396,,,8.74,19.45,1.678,,0.348,,
9,396,,,3.271,31.2,0,0,,0,
1,397,,0.5695,*,0.098,,,,,
2,397,,1.505,0.198,0.363,0,,0,,
3,397,,3.719,1.524,1.796,,,,,
4,397,,5.45,6.18,6.89,,,,,
5,397,,4.824,6.722,6.955,,,,,
6,397,,,7.26,5.56,,,,,
7,397,,,14.3,13.17,,,0.125,,
8,397,,,12.17,13.84,0,0,0,0,
4,398,,6.777,5.554,4.96,,,,,
5,398,,4.369,6.215,6.789,,,,,
6,398,,,22.56,23.11,,,,,
7,398,,,15.46,15.54,,,0,,
8,398,,,24.06,30.55,,,,,
3,399,,6.163,7.276,3.291,,,,,
4,399,,8.62,12.59,9.04,,,,,
5,399,,5.342,4.442,4.632,,,,,
6,399,,,28.32,20.77,,,,,
7,399,,,49.29,38.62,0,,0,,
8,399,,,22.92,24.1,0,,0,,
1,400,,0.8486,0.052,0.2028,,,,,
3,400,,3.873,0.678,1.741,,,,,
4,400,,7.475,6.782,7.7822,,,,,
7,400,,,31.15,31.31,,,,,
2,401,,1.3107,0.2431,0.3351,,,,,
4,401,,7.869,11.148,6.299,,,,,
5,401,,6.568,11.145,5.659,,,,,
6,401,,,11.35,4.43,,,,,
8,401,,,10.82,18.2,0.1,,0.418,,
1,402,,0.8014,,0.1697,,,,,
3,402,,4.09,6.67,5.24,,,,,
4,402,,5.04,15.779,11.593,,,,,
5,402,,,21.69,17.01,,,,,
6,402,,,17.7,15.77,,,0.495,,
7,402,,,21.25,13.31,,,,,
8,402,,,37.75,43.88,,,,,
1,403,,0.6854,*,0.1694,,,,,
2,403,,1.823,0.3358,0.7386,,,,,
3,403,,6.574,3.63,3.258,,,,,
4,403,,12.951,11.162,8.515,,,,,
5,403,,5.673,7.609,8.478,,,,,
6,403,,1.375,6.389,6.363,,,0.018,,
8,403,,0,3.96,21.55,0.64,,0.95,,
3,404,,4.02,5.3,2.92,0,,0,,
4,404,,6.899,4.845,4.329,,,,,
5,404,,3.128,11.046,7.935,,,,,
6,404,,5.792,9.556,11.937,,,,,
7,404,,,38.4,34.59,,,0,,
8,404,,,34.58,54.75,0,,0,,
1,405,,0.627,0.005,0.127,,,,,
3,405,,2.489,4.055,2.589,,,,,
4,405,,3.466,12.094,10.98,,,,,
5,405,,,14.83,12.62,,,,0.522,
6,405,,,,,,,,,67.18
7,405,,,10.22,11.23,,,,,
8,405,,,14.6,33.87,0.089,2.55,0,,
1,406,,0.4155,*,0.0731,,,,,
2,406,,1.71,0.29,0.66,0,,0,,
3,406,,5.53,1.02,1.84,,,,,
4,406,,7.541,4.063,5.23,,,,,
5,406,,6.363,5.711,11.153,,,,,
6,406,,,14.82,17.44,,,,,
7,406,,,23.56,20.96,,,,0.028,
8,406,,,15.97,20.37,,,,,
2,407,,1.7973,0.3227,0.7504,,,,,
7,407,,,15.9,12.31,0,0.08,,,
8,407,,,18.86,19.36,0.125,,0.066,,
1,408,,1.0972,*,0.2148,,,,,
2,408,,3.3838,2.1475,2.0884,,,,,
3,408,,5.607,7.505,5.874,,,,,
4,408,,8.468,16.595,13.479,,,,,
5,408,,,23.75,18.88,,,,,
6,408,,,22.81,28.71,,,,,
7,408,,,27.03,36.42,0,0,0,,
8,408,,0,27.29,63.05,0,,0,,
8,409,,,7.08,10.81,0.205,,2.128,,
6,410,,3.45,9.66,7.053,0,,0,,
7,410,,,33.11,30.16,0,,0,,
8,410,,,33.66,25.62,0,,0,,
1,411,,0.272,*,0.0502,,,,,
2,411,,0.9269,0.0688,0.2704,,,,,
3,411,,1.79,2.522,0.773,,,,,
4,411,,9.491,1.874,1.423,,,,,
5,411,,2.626,2.843,2.439,,,,,
6,411,,3.316,4.348,4.09,,,,,
7,411,,,7.63,3.61,,,,,
8,411,,,4.65,3.1,,,,,
7,412,,,12.17,13.09,,,,0,
8,412,,,6.03,8.19,0,,0,,
6,413,,,15.36,11.09,,,,,
8,413,,,18.95,24.08,0.148,,0.52,,
1,414,,0.8756,0.0544,0.156,,,,,
2,414,,1.98,0.79,0.87,0,,0,,
3,414,,2.254,5.413,3.494,,,,,
4,414,,8.002,14.559,11.607,,,,,
5,414,,3.884,14.678,11.425,,,,,
6,414,,,15.97,11.49,,,,,
7,414,,,25.46,21.91,,,0.063,,
8,414,,,15.04,21.94,0,,0,,
1,415,,0.4583,*,0.107,,,,,
3,415,,4.669,3.01,2.262,,,,,
6,415,,,12.98,10.22,,,,,
8,415,,,12.17,18.06,,,,,
1,416,,0.3882,*,0.0617,,,,,
3,416,,0.818,0.239,0.374,,,,,
3,416,,2.908,0.9,0.968,,,,,
4,416,,7.255,5.486,3.519,,,,,
5,416,,6.807,6.802,8.705,,,,,
6,416,,,23.37,17.66,0,,0.427,,
7,416,,,42.81,35.96,,,3.536,,
8,416,,,14.56,17.18,,,0.353,,
9,416,,,3.209,30.1,0,0,,0,
1,417,,0.5217,*,0.1174,,,,,
2,417,,1.1175,0.3405,0.3903,,,,,
3,417,,5.793,6.065,2.642,,,,,
4,417,,9.52,3.04,3.49,,,,,
5,417,,5.675,3.669,4.617,,,,,
6,417,,7.342,13.324,11.631,,,,,
7,417,,,15.21,8.38,,,0.128,,
8,417,,,9.13,7.92,0.06,0.07,,,
1,418,,*,0.1246,0.3437,,,,,
1,418,,1.3726,,,,,,,
3,418,,3.476,4.213,4.121,,,,,
4,418,,3.958,7.615,5.642,,,,,
5,418,,4.724,13.042,11.616,,,,,
6,418,,,12.77,11.38,,,,,
7,418,,,32.68,24.93,,,0.385,,
8,418,,,14.13,21.75,0,0,0.401,,
9,418,,,2.339,16.25,1.211,,,1.315,
2,419,,1.689,0.23,0.501,0,,0,,
1,419,,0.7805,*,0.1524,,,,,
3,419,,2.78,1.14,1.38,,,,,
2,420,,0.8682,0.169,0.2683,,,,,
3,420,,2.344,0.266,0.564,0,,0,,
5,420,,3.66,5.74,4.279,,,,,
6,420,,4.678,16.312,10.12,,,,,
7,420,,,40.29,22.76,0,,0,,
8,420,,,42.26,27.12,0,,0.198,,
1,421,,0.7646,*,0.1129,,,,,
2,421,,1.3634,0.275,0.4247,,,,,
3,421,,4.439,2.199,2.156,,,,,
4,421,,8.635,10.001,7.79,,,,,
5,421,,,16.83,11.28,,,,,
6,421,,,10.63,9.89,,,,,
7,421,,,29.44,22.57,,,,,
8,421,,,13.84,20.61,,,,,
1,422,,0.5226,0.1399,0.1413,,,,,
2,422,,2.2545,0.9731,0.9122,,,,,
3,422,,3.735,5.201,4.297,,,,,
4,422,,6.676,14.402,10.217,,,,,
5,422,,4.347,17.624,17.288,,,,,
6,422,,,25.75,30.6,,,0.069,,
8,422,,,11.49,35.2,0.766,,0.591,,
1,423,,0.3279,*,0.0595,,,,,
2,423,,1.3375,0.4915,0.5022,,,,,
3,423,,1.995,4.593,1.919,,,,,
4,423,,4.926,9.733,5.811,,,,,
5,423,,2.481,9.887,5.973,,,,,
6,423,,1.48,10.72,8.22,,,,,
7,423,,,6.18,4.92,0,0,,,
8,423,,,10.29,14.68,0,0,,,
1,424,,0.2582,*,0.0493,,,,,
2,424,,1.0674,1.3861,0.7172,,,,,
3,424,,4.265,4.965,1.948,,,,,
4,424,,7.47,24.46,5.69,,,,,
5,424,,5.585,11.396,8.117,,,,,
6,424,,,23.65,14.99,6.24,,,,
7,424,,,41.84,33.22,,,,,
8,424,,,20.38,13.55,,,,,
1,425,,0.879,0.0357,0.2214,,,,,
2,425,,2.0015,0.5192,1.0276,,,,,
3,425,,3.036,7.532,5.462,,,,,
4,425,,6.663,8.289,9.393,,,,,
5,425,,3.204,2.853,4.523,,,,,
6,425,,,11.39,13.18,,,2.742,,
7,425,,,8.63,15.91,,,13.959,,
8,425,,,4.69,16.47,,,7.878,,
9,425,,,0,12.601,0.392,,11.876,,
11,426,,,0.45,30.14,0.753,0.116,6.772,,
1,426,,0.8671,*,0.1977,,,,,
2,426,,3.1072,0.7854,1.5083,,,,,
3,426,,4.85,5.755,5.162,,,,,
5,426,,11.425,24.595,14.29,,,,,
5,426,,6.28,13.986,12.771,,,,,
6,426,,,30.25,34.16,,,8.41,,
7,426,,,33.29,40.62,,,12.614,,
8,426,,,16.57,41.44,2.198,11.771,7.128,,
1,427,,0.3352,*,0.1127,,,,,
2,427,,1.309,0.8,0.87,0,,0,,
3,427,,2.17,2.41,3.04,,,,,
4,427,,3.32,8.29,8.82,,,,,
5,427,,1.838,5.912,9.408,,,,,
6,427,,,10.25,20.3,,,,,
7,427,,,22.29,51.32,0.33,2.43,,,
8,427,,,7.74,25.99,0,0,,,
3,428,,3.03,1.457,1.423,,,,,
5,428,,4.933,15.18,15.214,,,,,
6,428,,1.75,10.48,11.7,,,,,
7,428,,,13.29,15.85,,,,,
8,428,,,22.03,34.75,,,0.376,,
6,429,,,16.203,12.735,,,,,
7,429,,,17.99,20.85,,,0.781,,
7,429,,,8.26,7.41,0,,0,,
8,429,,,16.13,23.4,0,0,,,
1,430,,0.428,*,0.0799,,,,,
4,430,,9.973,22.805,20.613,,,,,
5,430,,5.764,8.08,10.928,,,0.418,,
6,430,,6.52,11.656,16.6,,,,,
7,430,,,44.31,44.96,,,5.825,,
8,430,,,51,69.78,1.4,4.95,,,
1,431,,0.7507,0.0133,0.1372,,,,,
2,431,,1.7412,0.5299,0.6941,,,,,
3,431,,4.833,6.726,2.637,,,,,
4,431,,6.405,8.488,7.009,,,,,
5,431,,4.869,7.184,7.095,,,,,
6,431,,,19.67,16.46,,,0.884,,
7,431,,,23.21,15.52,,,0.626,,
8,431,,,24.19,18.49,0,0,,,
8,431,,,26.63,26.8,0.3,0.8,,,
1,432,,0.1497,*,0.0374,,,,,
2,432,,1.16,0.13,0.21,0,,0,,
3,432,,7.69,4.37,3.2,,,,,
4,432,,13.344,10.315,4.876,,,,,
7,432,,,17.3,11.2,,,0.387,,
8,432,,,32.91,34.95,0.64,0.91,,,
1,433,,0.2433,*,0.0616,,,,,
2,433,,3.352,0.608,1.205,0,,0,,
2,433,,1.938,0.2482,0.5185,,,,,
3,433,,3.161,0.292,1.241,,,,,
4,433,,12.26,7.23,8.43,,,,,
5,433,,5.247,5.616,7.401,,,,,
6,433,,,20.58,17.73,,,0.431,,
7,433,,,21.7,17.35,,,0.183,,
8,433,,,25.1,29.37,0,,0.078,,
9,433,,,7.37,48.4,0.347,,,,
1,434,,0.3199,*,0.0801,,,,,
2,434,,1.6288,0.3518,0.7239,,,,,
3,434,,3.192,2.924,2.337,,,,,
4,434,,3.967,8.892,7.449,,,,,
5,434,,,22.73,17.78,,,,,
7,434,,,15.45,22.56,,,,0.641,
8,434,,,16.37,30.27,0,,0,,
1,435,,0.115,*,0.0431,,,,,
2,435,,1.322,0.2712,0.4439,,,,,
3,435,,3.488,1.779,1.848,,,,,
5,435,,2.381,5.039,4.839,,,,,
6,435,,,11.11,11.56,,,,,
7,435,,,19.77,17.75,0,,0,,
1,436,,0.2107,*,0.0333,,,,,
2,436,,1.1542,0.256,0.4194,,,,,
3,436,,4.169,2.283,1.384,,,,,
4,436,,7.095,7.345,3.831,,,,,
5,436,,5.235,12.367,7.983,,,,,
6,436,,,20.05,15.31,0,,0,,
7,436,,,30.17,15.33,,,,,
8,436,,,21.68,16.99,,,,,
1,437,,0.3152,*,0.0507,,,,,
2,437,,1.5343,0.3651,0.6332,,,,,
3,437,,2.073,0.621,0.772,,,,,
4,437,,5.154,7.185,7.171,,,,,
5,437,,3.759,5.95,5.331,,,,,
6,437,,,15.16,14.53,,,,,
8,437,,,7.15,19.04,0.089,,0.408,,
11,438,,,25.97,10.5,0,,0,,
1,439,,0.2696,*,0.0758,,,,,
2,439,,1.4048,0.4833,0.535,,,,,
3,439,,3.725,2.57,1.905,,,,,
4,439,,4.321,7.437,4.097,,,,,
5,439,,4.594,10.724,10.628,,,,,
6,439,,,20.924,16.364,,,,,
6,439,,,25.09,19.89,,,,,
7,439,,,14.05,12.05,,,,,
8,439,,,23.71,28.96,0,0.01,,,
1,440,,0.6986,0.0226,0.219,,,,,
2,440,,3.0398,1.5498,1.6691,,,,,
3,440,,5.44,8.118,7.531,,,,,
4,440,,5.16,15.17,12.94,,,,,
5,440,,5.711,16.678,22.298,,,3.098,,
7,440,,,23.87,29.14,3.415,,19.362,,
8,440,,,7.3,35.43,2.763,,27.727,,
2,441,,1.5761,0.1196,0.6155,,,,,
6,441,,,36.62,28.78,,,0.397,,
7,441,,,7.88,6.52,,,,,
8,441,,,9.89,16.84,0.15,,0.142,,
6,442,,,11.32,6.5,,,,,
7,442,,,24.27,21.48,,,,,
8,442,,,14.9,14.61,,,,,
2,443,,1.6215,0.1092,0.4723,,,,,
4,443,,7.192,3.381,4.358,,,0.042,,
5,443,,3.854,5.465,5.648,,,,0.421,
6,443,,,19.02,16.09,0.099,,7.153,,
7,443,,,20.97,21.33,1.703,,21.31,,
8,443,,,5.47,28.31,7.45,,5.23,,
1,444,,0.1631,*,0.0246,,,,,
1,444,,,,,,,,,
2,444,,1.3342,0.9672,0.5675,,,,,
3,444,,2.416,1.158,0.983,,,,,
4,444,,3.259,4.442,3.305,,,,,
5,444,,4.839,4.701,4.701,,,,,
6,444,,,28.83,24.16,0,,0,,
7,444,,,4.64,4.52,,,,,
8,444,,,14.81,23.42,,,,,
11,445,,,0.49,19.74,0.63,0.07,,40.93,
1,445,,0.3726,*,0.0975,,,,,
2,445,,1.2822,0.5346,0.5393,,,,,
3,445,,6.24,9.26,7.68,,,,,
4,445,,7.433,13.881,11.732,,,,,
5,445,,,18.66,18.08,,,,2.951,
6,445,,,21.51,27.5,0,,11.7,,
7,445,,,19.75,24.1,,28.02,,,
8,445,,,9.81,25.49,9.26,4.78,,,
11,446,,,18.13,51.26,1.55,,0.17,0.23,
1,446,,0.2017,*,0.0484,,,,,
2,446,,2.1998,0.3534,0.7217,,,,,
3,446,,5.582,3.635,3.748,,,,,
4,446,,10.286,10.585,10.563,,,,,
5,446,,7.601,8.955,11.836,,,,0.368,
6,446,,,29.16,25.24,,,1.027,,
7,446,,,17.18,22.85,1.019,,8.08,,
2,447,,1.3188,0.0785,0.32,,,,,
3,447,,5.932,2.776,2.027,0,,0,,
4,447,,13.914,13.316,5.348,,,,,
5,447,,5.523,3.773,3.405,,,,,
6,447,,,24.26,12.94,,,,,
7,447,,,23.96,11.48,,,,,
8,447,,,13.71,14.06,,,,,
4,448,,18.88,18.57,12.18,,,,,
7,448,,,28.44,18.84,,,,,
8,448,,,31.3,29.12,0.04,0.42,,,
2,449,,0.7481,*,0.2663,,,,,
5,449,,4.673,2.085,3.829,,,,,
8,449,,,7.6,10.26,,,,,
1,450,,0.2087,*,0.0521,,,,,
2,450,,1.1904,0.2053,0.39,,,,,
3,450,,2.235,0.41,0.983,,,,,
4,450,,7.389,9.288,6.266,,,,,
5,450,,,24.07,13.15,,,,,
6,450,,,22.48,18,,,1.289,,
7,450,,,16.9,13.77,,,3.57,,
8,450,,,19.3,25.11,,,4.287,,
9,450,,,1.16,23.559,2.376,,2.493,,
1,451,,0.4505,*,0.096,,,,,
2,451,,1.1195,0.3011,0.3491,,,,,
3,451,,4.516,4.521,2.848,,,,,
4,451,,5.48,7.574,5.147,,,,,
5,451,,6.382,17.63,12.93,,,,,
6,451,,,17.06,11.39,,,1.067,,
7,451,,,18.82,15.03,,,,1.657,
8,451,,,7.98,10.64,,,,,
1,452,,0.1474,*,0.0504,,,,,
2,452,,1.4486,0.4291,0.7498,,,,,
3,452,,3.405,1.184,2.501,,,,,
4,452,,5.563,7.335,5.92,,,,,
5,452,,1.935,4.8362,5.009,,,,,
6,452,,,20.24,17.7,0,,,,
7,452,,,10.278,13.38,0,,0,,
8,452,,,10.99,27.76,,,,,
1,453,,0.1556,*,0.0265,,,,,
2,453,,0.724,0.1143,0.1968,,,,,
3,453,,3.596,1.078,1.121,,,,,
4,453,,3.48,2.25,2.65,,,,,
5,453,,,15.97,9.49,,,,,
7,453,,,21.36,26.31,0,,0.793,,
8,453,,,46.8,52.93,,,,,
1,454,,0.2086,*,0.0549,,,,,
2,454,,1.0949,0.1623,0.4434,,,,,
3,454,,2.074,1.167,1.306,0,,0,,
4,454,,2.23,6.63,5.03,,,,,
5,454,,3.084,5.875,5.491,,,,,
6,454,,,10.88,10.67,,,0.124,,
7,454,,,8.69,7.06,,,0.69,,
8,454,,,5.33,12.83,0.187,,0.266,,
2,455,,1.124,0.0714,0.3811,,,,,
3,455,,2.024,2.007,1.002,,,,,
4,455,,4.118,0.431,1.22,,,,,
5,455,,2.459,2.602,2.241,,,,,
6,455,,,23.58,13.65,0,,0,,
7,455,,,7.78,4.77,,,,,
8,455,,,15.82,15.96,0,0,0,0,
8,456,,,37.34,24.81,0,,,0,
7,456,,,27.05,16.13,0,,0.44,,
4,457,,6.226,11.235,11.382,,,,,
11,457,,,14.93,54.09,7.81,0.31,,7.21,
1,457,,0.1963,0.016,0.0584,,,,,
2,457,,1.135,0.476,0.583,0,,0,,
3,457,,3.138,2.65,2.164,,,,,
5,457,,5.793,9.828,16.993,,,,,
6,457,,,23.76,33.662,,,3.131,,
7,457,,,29.58,49.33,0.113,,14.653,,
8,457,,,6.48,8.54,,,,,
1,458,,0.1407,*,0.0276,,,,,
2,458,,1.3689,0.1477,0.4327,,,,,
3,458,,4.281,6.444,2.925,,,,,
4,458,,6.94,5.02,4.73,,,,,
5,458,,,16.94,11.13,,,,,
6,458,,7.509,16.669,16.934,,,,,
7,458,,,33.79,27.55,0,,0,,
8,458,,,17.8,17.7,,,,,
1,459,,0.1371,*,0.0187,,,,,
2,459,,1.1213,0.3506,0.4054,,,,,
3,459,,3.116,0.876,1.172,,,,,
4,459,,6.232,8.415,5.466,,,,,
5,459,,2.844,4.482,4.108,,,,,
6,459,,1.999,7.743,7.341,,,,,
7,459,,,11.04,13.91,,,,,
8,459,,,6.56,7,,,,,
1,460,,0.1256,,0.0627,,,,,
2,460,,0.4365,0.0358,0.1364,,,,,
3,460,,2.238,0.447,0.58,,,,,
4,460,,2.853,1.133,1.685,,,,,
5,460,,4.508,4.206,4.053,,,,,
6,460,,,15.73,10.33,,,,,
7,460,,,12.67,7.82,,,,,
8,460,,,9.56,6.87,,,,,
1,461,,0.0804,*,0.0191,,,,,
2,461,,1.1686,0.0656,0.3338,,,,,
3,461,,3,1.24,1.04,,,,,
4,461,,4.95,3.96,2.52,,,,,
5,461,,5.313,2.745,3.335,,,,,
6,461,,,11.72,5.66,,,,,
7,461,,4.79,9.883,7.754,0,,0,,
8,461,,,29.4,20.49,0.119,,0.178,,
1,462,,0.8704,*,0.1821,,,,,
3,462,,5.68,6.31,5,,,,,
4,462,,7.366,10.759,10.445,,,,,
5,462,,,20.93,21.34,,,4.398,,
6,462,,,13.83,15.89,,,1.8,,
7,462,,,29.97,34.79,,,14.595,,
8,462,,0,27.63,47.54,0.74,,20.21,1.49,
9,462,,,17.67,54.92,2.572,,,7.153,
2,463,,1.0421,0.4369,0.3982,,,,,
3,463,,2.41,2.55,1.34,,,,,
4,463,,2.175,1.071,1.523,,,,,
6,463,,,16.16,11.02,,,,,
7,463,,,18.25,24.47,,,,,
8,463,,,3.75,3.38,0,,0,,
2,464,,1.6821,0.4613,0.646,,,,,
3,464,,3.225,2.079,1.622,,,,,
4,464,,5.625,6.368,4.198,,,,,
5,464,,4.021,10.924,7.101,,,,,
6,464,,3.309,11.81,12.02,,,,,
7,464,,,10.7,11.32,,,0.003,,
8,464,,,10.46,20.92,0.197,,0.294,,
2,465,,1.2529,0.4584,0.4841,,,,,
3,465,,4.99,2.255,1.946,,,,,
4,465,,4.443,2.088,2.153,,,,,
5,465,,4.108,3.004,4.408,,,,,
6,465,,,33.237,28.09,,,,,
7,465,,,8,6.97,,,,,
8,465,,,7.22,10.67,0.162,,0.034,,
1,466,,0.402,*,0.0827,,,,,
2,466,,2.068,0.336,0.75,0,,0,,
3,466,,6.124,3.014,2.161,,,,,
4,466,,4.541,1.747,1.743,,,,,
5,466,,7.202,8.834,9.352,,,,,
6,466,,,21.46,20.74,,,,,
7,466,,,13.16,11.1,,,,,
8,466,,,19.1,18.66,,,,,
8,467,,,18.66,17.24,,,0.747,,
9,467,,,49.66,105.67,0.273,,0,,
1,468,,0.681,*,0.206,,,,,
2,468,,1.9936,0.2624,0.8163,,,,,
3,468,,5.945,7.329,5.174,,,,,
4,468,,10.792,20.527,10.442,,,,,
6,468,,,21.96,18.61,,,,,
